PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT_NO	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	CANONICAL_SMILES
1041291	CHEMBL1618340	Citicoline (INN, JAN); Citicoline Sodium (USAN)		IP-302-Sodium	Interneuron				1994		N06BX06	N06BX06 [Nervous System:Psychoanaleptics:Psychostimulants, Agents Used For Adhd And Nootropics:Other psychostimulants and nootropics]	Post-Stroke And Post-Head Trauma Treatment		Natural Product-derived	N	N	Racemic Mixture	N						C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N2C=CC(=NC2=O)N
53624	CHEMBL36633	Oxiracetam (BAN, INN, MI)		CGP-21690E; GNF-Pf-1005		-racetam	nootropes (piracetam type)	-racetam			N06BX07	N06BX07 [Nervous System:Psychoanaleptics:Psychostimulants, Agents Used For Adhd And Nootropics:Other psychostimulants and nootropics]			Synthetic Small Molecule	Y	N	Racemic Mixture	N						NC(=O)CN1CC(O)CC1=O
116659	CHEMBL1015	Azovan Blue (BAN); Evans blue (FDA, USP)	4		Parke Davis Div Warner Lambert Co										Synthetic Small Molecule	N	N	Achiral Molecule	N	N	Y	N	N	Discontinued	Cc1cc(ccc1N=Nc2ccc3c(cc(c(N)c3c2O)S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5ccc6c(cc(c(N)c6c5O)S(=O)(=O)O)S(=O)(=O)O)c(C)c4
675146	CHEMBL1201195	Cefmetazole (INN, USAN, USP); Cefmetazole Sodium (FDA, JAN, USAN, USP)	4	U-72791; U-72791A	Pharmacia And Upjohn Co	cef-	cephalosporins	cef-	1987	1989	J01DC09	J01DC09 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Beta-Lactam Antibacterials:Second-generation cephalosporins]	Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	CO[C@]1(NC(=O)CSCC#N)[C@H]2SCC(=C(N2C1=O)C(=O)O)CSc3nnnn3C
77092	CHEMBL417016	Lactose (JAN); Lactose, anhydrous (NF); Lactose Monohydrate (NF)			Pfanstiehl								Pharmaceutic Aid (tablet and capsule diluent)		Natural Product-derived	N	N	Single Stereoisomer	N						OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@H]1O
58424	CHEMBL43185	Piperine (MI, USP)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						O=C(\C=C\C=C\c1ccc2OCOc2c1)N3CCCCC3
140637	CHEMBL313006	Dalcetrapib (INN, USAN)		Ro-4607381	F. Hoffmann-La Roche	-cetrapib	cholesterol ester transfer protein inhibitors	-cetrapib	2007						Synthetic Small Molecule	N	N	Achiral Molecule	N						CCC(CC)CC1(CCCCC1)C(=O)Nc2ccccc2SC(=O)C(C)C
643714	CHEMBL1162175	Regrelor (INN); Regrelor Disodium (USAN)		INS-50589		-grel-	platelet aggregation inhibitors	-grel-	2005						Natural Product-derived	N	N	Single Stereoisomer	N						CCNC(=O)Nc1ncnc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)O)[C@H]4O[C@@H](O[C@@H]34)\C=C\c5ccccc5
111822	CHEMBL70566	Eptazocine (INN, MI); Eptazocine Hydrobromide (JAN)				-azocine	narcotic antagonists/agonists (6,7-benzomorphan derivatives)	-azocine							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CN1CC[C@]2(C)C[C@H](C1)Cc3ccc(O)cc23
54095	CHEMBL34913	Tilmacoxib (INN, USAN)		JTE-522; JTP-19605; RWJ-57504	Japan Tobacco Inc., Japan; Fuji Chemical Industry, Japan	-coxib	cyclooxygenase-2 inhibitors	-coxib	2002						Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1oc(c2ccc(c(F)c2)S(=O)(=O)N)c(n1)C3CCCCC3
1383012	CHEMBL2110572	Technetium (99mTc) Dimercaptosuccinic Acid for Injection (JAN); Technetium Tc 99M Succimer (USP); Technetium Tc-99M Succimer Kit (FDA)	4		Ge Healthcare					1982	V09CA02	V09CA02 [Various:Diagnostic Radiopharmaceuticals:Renal System:Technetium (99mTc) compounds]	Diagnostic Aid (renal function determination); Radioactive Agent		Synthetic Small Molecule	N	N	Unknown	N	N	Y	N	N	Prescription-only	
675087	CHEMBL1201136	Titanium Dioxide (FDA, USP)	4		Loreal Usa Products Inc					2006			Protectant (topical)		Inorganic	N	N	Achiral Molecule	N	N	N	Y	N	Over-The-Counter	
53118	CHEMBL36591	Alaproclate (INN, USAN)		GEA-654	Merck				1981		N06AB07	N06AB07 [Nervous System:Psychoanaleptics:Antidepressants:Selective serotonin reuptake inhibitors]	Antidepressant		Synthetic Small Molecule	Y	N	Racemic Mixture	N						CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1
1449588	CHEMBL2219777	Krypton Clathrate Kr 85 (USAN)							1963				Radioactive Agent		Unknown	N	N	Single Stereoisomer	N						
280848	CHEMBL167055	Nitecapone (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(=O)C(=Cc1cc(O)c(O)c(c1)[N+](=O)[O-])C(=O)C
453831	CHEMBL488093	Pyrithioxine (JAN); Pyrithioxine HCl (JAN); Pyritinol (BAN, DCF, INN, MI)									N06BX02	N06BX02 [Nervous System:Psychoanaleptics:Psychostimulants, Agents Used For Adhd And Nootropics:Other psychostimulants and nootropics]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O
111185	CHEMBL1000	Cetirizine (BAN, INN); Cetirizine HCl (FDA, USAN)	4	P-071	Mcneil Consumer Products Co Div Mcneilab Inc; Mcneil Consumer Healthcare Div Mcneil Ppc Inc; Mcneil Consumer Healthcare; Banner Pharmacaps Inc				1985	1995	R06AE07	R06AE07 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Piperazine derivatives]	Antihistaminic	US-6455533-B1	Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Over-The-Counter	OC(=O)COCCN1CCN(CC1)C(c2ccccc2)c3ccc(Cl)cc3
209224	CHEMBL1198	Pramocaine (INN, BAN); Pramoxine HCl (FDA, USP)	4		Meda Pharmaceuticals Inc; Ferndale Laboratories Inc; Boca Pharmacal Inc					1976	C05AD07; D04AB07	C05AD07 [Cardiovascular System:Vasoprotectives:Agents For Treatment Of Hemorrhoids And Anal :Local anesthetics]; D04AB07 [Dermatologicals:Antipruritics, Incl. Antihistamines, Anesthetics, Etc.:Antipruritics, Incl. Antihistamines, Anesthetics, Etc.:Anesthetics for topical use]	Anesthetic (topical)		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	Y	N	Prescription-only	CCCCOc1ccc(OCCCN2CCOCC2)cc1
466794	CHEMBL480517	Nitrocefin (BAN)													Natural Product-derived	N	N	Single Stereoisomer	N						OC(=O)C1=C(CS[C@@H]2[C@H](NC(=O)Cc3cccs3)C(=O)N12)\C=C\c4ccc(cc4[N+](=O)[O-])[N+](=O)[O-]
583517	CHEMBL584059	Levoprotiline (INN)													Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CNC[C@H](O)CC12CCC(c3ccccc13)c4ccccc24
21830	CHEMBL18504	Esuprone (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCS(=O)(=O)Oc1ccc2C(=C(C)C(=O)Oc2c1)C
42532	CHEMBL32039	Tetroxoprim (BAN, INN, USAN)			Ludwig Heumann & Co., Germany	-prim	antibacterials (trimethoprim type)	-prim	1978				Antibacterial		Synthetic Small Molecule	Y	N	Achiral Molecule	N						COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC
63632	CHEMBL298019	Pirodavir (BAN, INN, USAN)		R-77975	Janssen	-vir	antivirals	-vir	1993				Antiviral		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCOC(=O)c1ccc(OCCC2CCN(CC2)c3ccc(C)nn3)cc1
88100	CHEMBL163	Ritonavir (BAN, FDA, INN, USAN)	4	A-84538; ABBOTT-84538	Abbvie Inc; Abbott Laboratories Pharmaceutical Products Div	-vir	antivirals: HIV protease inhibitors (saquinavir type)	-vir (-navir)	1995	1996	J05AE03	J05AE03 [Antiinfectives For Systemic Use:Antivirals For Systemic Use:Direct Acting Antivirals:Protease inhibitors]	Antiviral	US-5484801-A	Synthetic Small Molecule	N	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only	CC(C)[C@H](NC(=O)N(C)Cc1csc(n1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc3cncs3)Cc4ccccc4
16721	CHEMBL15721	Nifuroxime (INN, MI, NF)				nifur-	5-nitrofuran derivatives	nifur-							Synthetic Small Molecule	Y	N	Achiral Molecule	N						O\N=C\c1oc(cc1)[N+](=O)[O-]
63445	CHEMBL847	Oxamniquine (BAN, FDA, INN, USAN, USP)	4	UK-4271	Pfizer Laboratories Div Pfizer Inc				1975	1980	P02BA02	P02BA02 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Antitrematodals:Quinoline derivatives and related substances]	Antischistosomal		Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Discontinued	CC(C)NCC1CCc2cc(CO)c(cc2N1)[N+](=O)[O-]
24323	CHEMBL278581	Alinidine (BAN, INN, MI)		ST-567-BR [As Hydrobromide]; ST-567											Synthetic Small Molecule	Y	N	Achiral Molecule	N						Clc1cccc(Cl)c1N(CC=C)C2=NCCN2
675562	CHEMBL1201474	Colestipol HCl (FDA, USAN, USP)	4		Pharmacia And Upjohn Co				1969	1977	C10AC02	C10AC02 [Cardiovascular System:Lipid Modifying Agents:Lipid Modifying Agents, Plain:Bile acid sequestrants]	Antihyperlipidemic		Unknown	N	N	Single Stereoisomer	N	Y	N	N	N	Prescription-only	
1104554	CHEMBL1723823	Clazolam (INN, USAN)		41-123	Novartis				1972				Tranquilizer (minor)		Synthetic Small Molecule	Y	N	Racemic Mixture	N						CN1C(=O)CN2CCc3ccccc3C2c4cc(Cl)ccc14
1078457	CHEMBL1697687	Cloguanamil (BAN, INN); Cloguanamile (BAN)		57C65											Synthetic Small Molecule	Y	N	Achiral Molecule	N						NC(=N)NC(=O)Nc1ccc(C#N)c(Cl)c1
1078527	CHEMBL1697763	Nifurtoinol (INN, MI)				nifur-	5-nitrofuran derivatives	nifur-			J01XE02	J01XE02 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Other Antibacterials:Nitrofuran derivatives]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						OCN1C(=O)CN(\N=C\c2oc(cc2)[N+](=O)[O-])C1=O
675461	CHEMBL1201445	Calcitonin Salmon (FDA)	4		Sanofi Aventis Us Llc; Novartis Pharmaceuticals Corp					1978				US-5733569-A	Oligopeptide	N	N	Single Stereoisomer	N	N	Y	Y	N	Prescription-only	
675526	CHEMBL1201639	Insulin Zinc Susp Beef (FDA)	4		Novo Nordisk Inc					1982					Oligopeptide	N	N	Single Stereoisomer	N	N	Y	N	N	Discontinued	
278091	CHEMBL167911	Dichlorvos (BAN, INN, USAN)		DDVP; SD-1750	Boehringer Ingelheim Animal Health				1972				Anthelmintic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						COP(=O)(OC)OC=C(Cl)Cl
308611	CHEMBL360861	Nifekalant (INN)				-kalant	potassium channel antagonists	-kalant							Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1C(=O)C=C(NCCN(CCO)CCCc2ccc(cc2)[N+](=O)[O-])N(C)C1=O
752797	CHEMBL1328913	Dimetacrine (INN, MI)				-crine	acridine derivatives	-crine			N06AA18	N06AA18 [Nervous System:Psychoanaleptics:Antidepressants:Non-selective monoamine reuptake inhibitors]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN(C)CCCN1c2ccccc2C(C)(C)c3ccccc13
674419	CHEMBL1200468	Malathion (BAN, FDA, USP)	4		Taro Pharmaceuticals North America Inc					1982	P03AX03	P03AX03 [Antiparasitic Products, Insecticides And Repellents:Ectoparasiticides, Incl. Scabicides, Insecticides And Repellents:Ectoparasiticides, Incl. Scabicides:Other ectoparasiticides, incl. scabicides]	Pediculicide	US-7560445-B2	Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	Y	N	Prescription-only	CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC
674883	CHEMBL1200932	Iopamidol (BAN, FDA, INN, JAN, USAN, USP)	4	SQ-13396	Bracco Diagnostics Inc	io-	iodine-containing contrast media	io-	1979	1985	V08AB04	V08AB04 [Various:Contrast Media:X-Ray Contrast Media, Iodinated:Watersoluble, nephrotropic, low osmolar X-ray contrast media]	Diagnostic Aid (radiopaque medium)		Synthetic Small Molecule	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I
699020	CHEMBL1236670	Virginiamycin Factor M1 (MI)				-mycin	antibiotics (Streptomyces strains)	-mycin							Natural Product-derived	N	N	Single Stereoisomer	N						CC(C)[C@H]1OC(=O)C2=CCCN2C(=O)c3coc(CC(=O)C[C@H](O)\C=C(/C)\C=C\CNC(=O)\C=C\[C@H]1C)n3
624225	CHEMBL1094636	Niraparib (INN, USAN)		MK-4827	Merck Sharp & Dohme Corp.	-parib	poly-ADP-ribose polymerase inhibitors	-parib	2011						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						NC(=O)c1cccc2cn(nc12)c3ccc(cc3)[C@@H]4CCCNC4
386457	CHEMBL1456	Mycophenolate mofetil (FDA, USAN); Mycophenolate Mofetil HCl (FDA, USAN)	4	RS-61443; RS-61443-190	Roche Palo Alto Llc				1990	1995			Immunomodulator	US-5543408-A	Synthetic Small Molecule	Y	N	Achiral Molecule	Y	Y	Y	N	Y	Prescription-only	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)\CCC(=O)OCCN3CCOCC3
187694	CHEMBL112687	Acedoben (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(=O)Nc1ccc(cc1)C(=O)O
209964	CHEMBL127516	Butamben (USAN, USP); Butamben Picrate (USAN)		ABBOTT-34842	Abbott				1975				Anesthetic (topical)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCCCOC(=O)c1ccc(N)cc1
33255	CHEMBL24022	Myristyl alcohol (NF)											Pharmaceutic Aid (stiffening agent)		Synthetic Small Molecule	N	N	Achiral Molecule	N						CCCCCCCCCCCCCCO
520672	CHEMBL519504	Aleglitazar (INN, USAN)		Ro-0728804; R-1439	F. Hoffmann-La Roche	-glitazar	PPAR agonists (not thiazolidene derivatives)	-glitazar	2007						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CO[C@@H](Cc1ccc(OCCc2nc(oc2C)c3ccccc3)c4ccsc14)C(=O)O
270986	CHEMBL162036	Benorilate (BAN, DCF, INN, MI)		WIN-11450	Sterling Winthrop						N02BA10	N02BA10 [Nervous System:Analgesics:Other Analgesics And Antipyretics:Salicylic acid and derivatives]			Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(=O)C)cc1
292300	CHEMBL176687	Acesulfame (BAN, INN, MI); Acesulfame Potassium (NF)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CC1=CC(=O)NS(=O)(=O)O1
622436	CHEMBL1089641	Trypan blue (FDA)	4		Dorc International Bv					2004					Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	Y	N	Prescription-only	Cc1cc(ccc1N=Nc2c(O)c3c(N)cc(cc3cc2S(=O)(=O)O)S(=O)(=O)O)c4ccc(N=Nc5c(O)c6c(N)cc(cc6cc5S(=O)(=O)O)S(=O)(=O)O)c(C)c4
87313	CHEMBL293299	Aditoprim (INN)				-prim	antibacterials (trimethoprim type)	-prim							Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C
267967	CHEMBL159660	Alphamethadol (BAN, DCF, INN)				-adol	analgesics (mixed opiate receptor agonists/antagonists)	-adol							Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2
341940	CHEMBL206815	Apratastat (INN, USAN)		TMI-005; TMI-05		-stat	enzyme inhibitors	-stat	2000						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CC1(C)SCCN([C@H]1C(=O)NO)S(=O)(=O)c2ccc(OCC#CCO)cc2
57493	CHEMBL828	Phenothiazine (INN, MI, NF)			Parke-Davis										Synthetic Small Molecule	Y	N	Achiral Molecule	N						N1c2ccccc2Sc3ccccc13
397524	CHEMBL231779	Apixaban (FDA, INN, USAN)	4	BMS-562247; BMS-562247-01	Bristol Myers Squibb Co Pharmaceutical Research Institute	-xaban	antithrombotic: blood coagulation factor XA inhibitors	-xaban	2005	2012	B01AF02	B01AF02 [Blood And Blood Forming Organs:Antithrombotic Agents:Antithrombotic Agents:Direct factor Xa inhibitors]		US-6413980-B1	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only	COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O
33809	CHEMBL712	Anisindione (BAN, FDA, INN, MI, NF)	4		Schering Corp Sub Schering Plough Corp					1957					Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Discontinued	COc1ccc(cc1)C2C(=O)c3ccccc3C2=O
365276	CHEMBL216913	Mitoguazone (DCF, INN, MI)									L01XX16	L01XX16 [Antineoplastic And Immunomodulating Agents:Antineoplastic Agents:Other Antineoplastic Agents:Other antineoplastic agents]			Synthetic Small Molecule	N	N	Achiral Molecule	N						C\C(=N/NC(=N)N)\C=N\NC(=N)N
23998	CHEMBL428676	Amonafide (INN, USAN); Amonafide L-Malate (USAN)		AS-1413					2011						Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN(C)CCN1C(=O)c2cccc3cc(N)cc(C1=O)c23
67784	CHEMBL46058	Ethyl chloride (USP)									N01BX01	N01BX01 [Nervous System:Anesthetics:Anesthetics, Local:Other local anesthetics]	Anesthetic (topical)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCCl
582954	CHEMBL565612	Sotrastaurin (INN, USAN); Sotrastaurin Acetate (USAN)		AEB071	Novartis Pharma Ag				2008						Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1CCN(CC1)c2nc(C3=C(C(=O)NC3=O)c4c[nH]c5ccccc45)c6ccccc6n2
675097	CHEMBL1201146	Norethindrone acetate (FDA, USP)	4		Novo Nordisk Inc; Novartis Pharmaceuticals Corp; Duramed Research Inc; Abbvie Endocrine Inc; Parke Davis Div Warner Lambert Co					1973			Progestin	US-5552394-A	Natural Product-derived	Y	N	Single Stereoisomer	Y	Y	Y	Y	N	Prescription-only	CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C
1059667	CHEMBL1644694	Sodium Bromide (JAN)													Inorganic	N	N	Unknown	N						[Na+].[Br-]
905341	CHEMBL1481457	Glysobuzole (BAN, DCF, INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						COc1ccc(cc1)S(=O)(=O)Nc2nnc(CC(C)C)s2
1098132	CHEMBL1717401	Trifluomeprazine (BAN, INN, MI)													Synthetic Small Molecule	N	N	Racemic Mixture	N						CC(CN(C)C)CN1c2ccccc2Sc3ccc(cc13)C(F)(F)F
99573	CHEMBL63544	Benzotript (INN)													Synthetic Small Molecule	Y	N	Single Stereoisomer	N						OC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c3ccc(Cl)cc3
421051	CHEMBL438145	Levofenfluramine (INN)													Synthetic Small Molecule	Y	N	Single Stereoisomer	N						CCN[C@H](C)Cc1cccc(c1)C(F)(F)F
99540	CHEMBL304432	Nitroscanate (BAN, INN, USAN)		CGA-23654					1976				Anthelmintic (veterinary)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						[O-][N+](=O)c1ccc(Oc2ccc(cc2)N=C=S)cc1
371745	CHEMBL222645	Floxacillin (USAN); Flucloxacillin (BAN, INN); Flucloxacillin Sodium (JAN)		BRL-2039	Beecham Research Laboratories, England	-cillin	penicillins	-cillin	1972		J01CF05	J01CF05 [Antiinfectives For Systemic Use:Antibacterials For Systemic Use:Beta-Lactam Antibacterials, Penicillins:Beta-lactamase resistant penicillins]	Antibacterial		Natural Product-derived	Y	N	Single Stereoisomer	N						Cc1onc(c1C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(=O)O)c4c(F)cccc4Cl
320810	CHEMBL1378	Thiethylperazine (BAN, INN, USAN); Thiethylperazine Malate (FDA, USP); Thietylperazine Malate (JAN); Thiethylperazine Maleate (FDA, USAN, USP); Thietylperazine Maleate (JAN)	4	GS-95	Novartis Pharmaceuticals Corp; Novartis				1962	1961	R06AD03	R06AD03 [Respiratory System:Antihistamines For Systemic Use:Antihistamines For Systemic Use:Phenothiazine derivatives]	Anti-Emetic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	Y	N	Discontinued	CCSc1ccc2Sc3ccccc3N(CCCN4CCN(C)CC4)c2c1
591640	CHEMBL593430	Atagabalin (INN, USAN)		PD-0200390	Pfizer	-gab-	gabamimetics	-gab-	2009						Synthetic Small Molecule	Y	N	Single Stereoisomer	N						C[C@H]1CC(CN)(CC(=O)O)C[C@@H]1C
238403	CHEMBL141446	Fluroxene (INN, NF, USAN)			Ohmeda				1961				Anesthetic (inhalation)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						FC(F)(F)COC=C
675546	CHEMBL1201624	Beractant (BAN, FDA, USAN)	4	A-60386X	Abbvie Inc	-tant	tachykinin (neurokinin) receptor antagonists	-tant	1989	1991			Pulmonary Surfactant		Unknown	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only	
694492	CHEMBL1232142	Soneclosan (INN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2
739861	CHEMBL1315977	Pirimiphos-Ethyl (BAN)													Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCOP(=S)(OCC)Oc1cc(C)nc(n1)N(CC)CC
1049174	CHEMBL1626223	Pyrantel (BAN, INN); Pyrantel Pamoate (JAN, USAN, USP); Pyrantel Tartrate (USAN)		CP-10423-16; CP-10423-18	Roerig; Pfizer; Merial; Bayer Animal Health	-antel	anthelmintics (undefined group)	-antel	1966		P02CC01	P02CC01 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Antinematodal Agents:Tetrahydropyrimidine derivatives]	Anthelmintic		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CN1CCCN=C1\C=C\c2cccs2
675214	CHEMBL1201263	Hydrocortamate (INN); Hydrocortamate HCl (FDA, MI)	4		Pfizer Laboratories Div Pfizer Inc	-cort-	cortisone derivatives	-cort-		1956					Natural Product-derived	Y	N	Single Stereoisomer	Y	N	N	Y	N	Discontinued	CCN(CC)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
465355	CHEMBL506569	Lanatoside C (BAN, DCF, INN, JAN, MI, NF)									C01AA06	C01AA06 [Cardiovascular System:Cardiac Therapy:Cardiac Glycosides:Digitalis glycosides]			Natural Product-derived	N	N	Single Stereoisomer	N						C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](OC(=O)C)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](C)O3)[C@@H](C)O2)O[C@H]5CC[C@@]6(C)[C@H](CC[C@@H]7[C@@H]6C[C@@H](O)[C@]8(C)[C@H](CC[C@]78O)C9=CC(=O)OC9)C5
261175	CHEMBL346948	Binfloxacin (INN, USAN)		CP-73049	Pfizer	-oxacin	antibacterials (quinolone derivatives)	-oxacin	1989				Antibacterial (veterinary)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						CCN1C=C(C(=O)O)C(=O)c2cc(F)c(cc12)N3CCN4CCC3CC4
375161	CHEMBL225304	Pimagedine (INN); Pimagedine HCl (USAN)		GER-11	Dow Chemical				1993				Inhibitor (advanced glycosylation end-product formation)		Synthetic Small Molecule	Y	N	Achiral Molecule	N						NNC(=N)N
311291	CHEMBL363100	Sodium Phosphate, Tribasic (NF)													Inorganic	N	N	Unknown	N						[Na+].[Na+].[Na+].[O-]P(=O)([O-])[O-]
313824	CHEMBL450940	Prinaberel (INN, USAN)		ERB-041		-berel	beta estrogen receptor agonist	-berel	2005						Synthetic Small Molecule	Y	N	Achiral Molecule	N						Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3
271359	CHEMBL414636	Indorenate (INN); Indorenate HCl (USAN)		TR-3369	Bayer				1981				Antihypertensive		Synthetic Small Molecule	Y	N	Racemic Mixture	N						COC(=O)C(CN)c1c[nH]c2ccc(OC)cc12
287721	CHEMBL368591	Dimepheptanol (BAN, DCF, INN, MI)		NIH-2933											Synthetic Small Molecule	Y	N	Racemic Mixture	N						CCC(O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2
123976	CHEMBL1037	Guanadrel (INN); Guanadrel Sulfate (FDA, USAN, USP)	4	CL-1388R; U-28288D	Pharmacia And Upjohn Co	guan-	antihypertensives (guanidine derivatives)	guan-	1968	1982			Antihypertensive		Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	N	N	Discontinued	NC(=N)NCC1COC2(CCCCC2)O1
675514	CHEMBL1201526	Technetium Tc 99M (Pyro- And Trimeta-) Phosphates (USP); Technetium Tc-99M Pyro/Trimeta Phosphates Kit (FDA)	4		Pharmalucence Inc								Radioactive Agent		Unknown	N	N	Single Stereoisomer	N	N	Y	N	N	Discontinued	
659518	CHEMBL1185568	Dithiazanine (BAN); Dithiazanine Iodide (INN, MI, USP)			Pfizer										Synthetic Small Molecule	N	N	Achiral Molecule	N						CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc4ccccc14
384948	CHEMBL1454	Levamisole (BAN, INN); Levamisole HCl (FDA, USAN, USP)	4	TCMDC-125847; R-12564	Janssen Pharmaceutica Products Lp				1970	1990	P02CE01	P02CE01 [Antiparasitic Products, Insecticides And Repellents:Anthelmintics:Antinematodal Agents:Imidazothiazole derivatives]	Biological Response Modifier		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	N	N	N	Discontinued	C1CN2C[C@@H](N=C2S1)c3ccccc3
564806	CHEMBL554474	Temarotene (INN)		Ro-150788		-arotene	arotinoid derivatives	-arotene							Synthetic Small Molecule	N	N	Achiral Molecule	N						C\C(=C/c1ccccc1)\c2ccc3c(c2)C(C)(C)CCC3(C)C
